ELECTION TYPE/YEAR,BUCHANAN,BUNCOMBE,CORINTH,TWENTIETH,FELTON,LITTLE CREEK,MT VIEW,SEVENTH,BEREA-STEADMAN,TALLAPOOSA,WACO,TOTAL
2018 General,57.85,53.86,56.86,58.39,60.15,64.85,63.9,56.88,61.53,52.29,52.61,56.31
