ELECTION TYPE/YEAR,COLLINS,COMER,DANIELSVILLE,FORK,HARRISON,HULL,ILA,MILL,PAOLI,PITTMAN,POCA,TOTAL
2018 General,64.3,62.37,62.42,59.2,69.33,58.38,59.11,64.16,73.66,66.63,59.81,61.93
