ELECTION TYPE/YEAR,HOLLONVILLE,MEANSVILLE,MOLENA,SECOND DISTRICT,LIFSEY SPRINGS,WILLIAMSON,ZEBULON,88888,TOTAL
2018 General,67.85,69.24,64.92,68.83,67.14,67.82,63.65,0.0,67.0
