ELECTION TYPE/YEAR,LINCOLN CLUB HOUSE,LINCOLN CENTER,FAITH TEMPLE OF LINC,TABERNACLE,BETHANY CHURCH,MARTINS CROSSROAD,88888,TOTAL
2018 General,62.25,67.84,64.29,66.67,63.43,69.26,25.0,66.31
