ELECTION TYPE/YEAR,WALNUT GROVE,ROCK SPRING,ARMUCHEE VALLEY,MOUNTAIN,CHATTANOOGA VALLEY,KENSINGTON,ROSSVILLE,CHICKAMAUGA,FAIRYLAND,FAIRVIEW,99999,TOTAL
2018 General,55.01,56.49,60.85,58.73,52.64,58.77,41.38,54.92,55.12,43.69,0.0,51.95
