ELECTION TYPE/YEAR,GOLDMINE,COKESBURY,REED CREEK,BOWERSVILLE,SHOAL CREEK,BIO,TOTAL
2018 General,62.6,60.88,67.03,63.04,60.42,65.89,63.84
