ELECTION TYPE/YEAR,FOUR POINTS,GIRARD,GOUGH,GREENSCUT,KEYSVILLE,MIDVILLE,MUNNERLYN,SARDIS,SCOTTS CROSSROADS,TELFAIR,ST. CLAIR,VIDETTE,NORTH WAYNESBORO,SOUTH WAYNESBORO,BLAKENEY,88888,TOTAL
2018 General,53.43,60.35,63.11,57.53,47.06,57.93,62.28,55.31,65.43,53.65,62.47,60.7,53.49,62.0,50.58,0.0,56.76
