ELECTION TYPE/YEAR,DISTRICT 1B,DISTRICT 2,DISTRICT 3,DISTRICT 4,DISTRICT 5,88888,TOTAL
2018 General,61.0,64.8,59.88,60.17,61.49,0.0,61.28
