ELECTION TYPE/YEAR,GILL I,GILL II,7TH-ODESSADALE,8TH-GREENVILLE,LONE OAK,LUTHERSVILLE,UPPER 9TH -ALVATON,MIDDLE 9TH-GAY,LOWER 9TH-WOODBURY,2ND-WARM SPRINGS,THIRD-DURAND,RALEIGH,COVE,TOTAL
2018 General,55.58,58.11,67.01,57.59,61.32,55.14,57.94,62.69,63.1,62.66,59.42,65.41,70.53,59.1
