ELECTION TYPE/YEAR,ABBEVILLE NORTH #2,PINEVIEW #2,PITTS #3,ROCHELLE SOUTH #4,ABBEVILLE SOUTH #5,88888,99999,TOTAL
2018 General,57.35,63.71,66.1,67.51,62.15,0.0,0.0,63.99
