ELECTION TYPE/YEAR,TOWNSEND,CRESCENT,DARIEN,SOUTH NEWPORT,NORTH DARIEN,88888,99999,TOTAL
2018 General,56.9,56.68,55.11,65.54,51.87,0.0,0.0,56.96
