ELECTION TYPE/YEAR,GA BEND,ST. GEORGE,AMERICAN LEGION,HOMELAND,FOLKSTON FIRE,RACEPOND,WINOKUR,TOTAL
2018 General,43.23,46.72,63.09,48.75,51.94,65.56,51.95,52.15
