ELECTION TYPE/YEAR,LYMAN HALL SCHOOL,LEWIS FRASIER SCHOOL,MEMORIAL DR. EAST,BUTTON GWINNETT,TOWN OF ALLENHURST,HINESVILLE,LIBERTY COUNTY,WALTHOURVILLE,FLEMING WEST,FLEMING EAST,GUM BRANCH,88888,HINESVILLE LODGE 271,99999,TOTAL
2018 General,38.09,47.28,34.44,7.94,46.4,42.12,56.04,39.1,59.96,54.37,40.03,0.0,41.7,0.0,41.69
