ELECTION TYPE/YEAR,LOCUST GROVE,TUSSAHAW,SANDY RIDGE,WESTSIDE,LOWES,SOUTH HAMPTON,NORTH HAMPTON,MOUNT CARMEL,RED OAK,WESLEY LAKES,MCDONOUGH,MCMULLEN,EAST LAKE,HICKORY FLAT,STOCKBRIDGE EAST-,STAGECOACH,COTTON INDIAN,PLEASANT GROVE,AUSTIN ROAD,SWAN LAKE,SHAKERAG,ELLENWOOD,UNITY GROVE,SHILOH,PATES CREEK,OAKLAND,LAKE DOW,FLIPPEN,STOCKBRIDGE CENTRAL,KELLEYTOWN,LIGHTHOUSE,DUTCHTOWN,MT. BETHEL,GROVE PARK,LAKE HAVEN,MCDONOUGH CENTRAL,TIMBERRIDGE,88888,99999,TOTAL
2018 General,57.02,61.73,59.32,41.49,55.75,57.91,55.96,63.53,60.33,56.79,60.07,65.81,67.58,63.85,53.87,53.68,57.27,66.32,66.28,59.71,62.47,68.64,63.27,52.71,59.11,63.18,64.71,66.2,50.45,67.72,63.89,62.45,61.61,53.63,62.19,60.96,67.37,0.0,0.0,59.44
