ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2014 Primary,23.08,23.86,16.83,23.51
2014 Primary Runoff,13.53,13.51,13.13,13.52
2014 General,37.31,40.03,19.05,38.82
2016 Presidential Primary,25.94,28.54,16.18,27.40
2016 Primary,18.97,20.35,10.00,19.74
2016 Primary Runoff,0.02,0.01,0.00,0.01
2016 General,51.54,59.63,33.44,55.90
2018 Primary,21.89,23.41,3.73,22.59
2018 Primary Runoff,7.24,6.42,0.47,6.72
2018 General,48.30,55.17,19.44,51.90
