ELECTION TYPE/YEAR,WINSTON,DOG RIVER LIBRARY,COLONIAL HILLS,EPHESUS BAPTIST CHUR,PRAYS MILL GYM,TURNER,FIRST BAPTIST LITHIA,LITHIA SPRINGS HIGH,DEER LICK,GOLDEN METHODIST CH,OLD COURTHOUSE,BEULAH BAPTIST,STEWART,ARBOR STATION,BRIGHT STAR,DORSETT SHOALS,CHAPEL HILL,CHURCH AT CHAPEL HILL,CHESTNUT LOG,ST JULIANS EPISCOPAL,LUTHERAN CHURCH - GS,FIRST BAPTIST,FACTORY SHOALS,BOUNDARY WATERS,88888,99999,TOTAL
2018 General,56.92,66.22,39.5,67.19,59.9,53.52,53.57,54.96,53.2,49.88,46.41,56.72,51.19,51.17,55.61,51.88,61.3,61.14,57.63,56.88,62.45,67.83,61.92,58.35,1.71,1.79,56.21
