ELECTION TYPE/YEAR,SHERWOOD ELEM,COVENANT CHURCH,GREENBRIAR CHURCH,WESTOVER HIGH,MERRY ACRES MIDDLE,DARTON COLLEGE,WESTTOWN ELEM,2ND MT ZION CHURCH,MT ZION CENTER,ALICE COACHMAN ELEM,CARVER TEEN CENTER,SHILOH BAPTIST CHURC,LITMAN CATHEDRAL,PHOEBE HEALTHWORKS,TURNER ELEM SCHOOL,JACKSON HEIGHTS ELEM,BILL MILLER CENTER,RADIUM MIDDLE SCHOOL,PUTNEY 1ST BAPT CHUR,INTERNATIONAL STUDIE,PHOEBE EAST,PINE BLUFF BAPT CHUR,ALBANY MIDDLE SCHOOL,CHRIST CHURCH,LAMAR REESE ELEM SCH,1ST CHRISTIAN CHURCH,LOVETT HALL,88888,99999,TOTAL
2018 General,46.99,49.51,63.76,60.76,55.39,50.67,53.57,59.52,42.24,63.29,35.05,36.5,38.73,29.89,18.19,40.23,41.46,51.28,56.34,52.37,35.43,51.32,41.47,70.19,59.32,55.22,32.99,3.85,2.14,48.01
