ELECTION TYPE/YEAR,GRIFFIN,HIGH HILL,IRWINTON,IVEY,LORD,MIDWAY,RAMAH,TURKEY CREEK,TOTAL
2018 General,81.18,72.78,70.58,60.38,69.67,63.41,69.31,71.33,67.79
