ELECTION TYPE/YEAR,ALSTON,HIGGSTON,KIBBEE,MOUNT VERNON,TARRYTOWN,UVALDA,TOTAL
2018 General,72.96,65.43,69.74,58.26,71.92,60.67,63.95
