ELECTION TYPE/YEAR,LONGSTREET,ELIAM,PETERSBURG,WYCHE,MOSS-RUCKERSVILLE,PIKE,GAINES,GOSHEN,WEBBSBORO,CENTERVILLE,TOTAL
2018 General,64.58,69.51,65.62,68.76,62.44,62.2,64.71,61.44,68.78,61.34,64.31
