ELECTION TYPE/YEAR,ARNOLD MILL,AVERY,BALL GROUND,BASCOMB,BELLS,BOOTH,BRADSHAW,BRIDGEMILL,CANTON,CARMEL,WOODSTOCK,CLAYTON,CONNS CREEK,DEER RUN,DIXIE,FREEHOME,HICKORY FLAT,HIGHTOWER,HILLSIDE,HOLLY SPRINGS,KELLOGG,LIBERTY,LITTLE RIVER,MACEDONIA,MOUNTAIN ROAD,OAK GROVE,R M MOORE,R T JONES,ROSECREEK,SALACOA,SIXES,SUTALLEE,TEASLEY,TOONIGH,UNION HILL,UNIVETER,VICTORIA,WALESKA,WILDCAT,WOODLANDS,NEESE,88888,TOTAL
2018 General,65.26,66.42,63.09,61.61,52.89,62.3,68.02,61.71,55.63,52.11,53.97,61.19,65.19,60.89,52.97,66.11,63.05,64.48,65.95,54.43,52.32,53.52,62.27,66.82,65.58,56.2,63.25,50.43,63.2,59.27,66.82,65.47,58.15,58.32,66.68,60.18,59.67,65.87,60.47,59.75,56.12,0.0,59.95
