ELECTION TYPE/YEAR,SHELLMAN,BENEVOLENCE,CUTHBERT/COURTHOUSE,CUTHBERT,CARNEGIE,FOUNTAIN BRIDGE,SPRINGVALE,4TH DISTRICT,TOTAL
2018 General,70.85,69.57,59.37,56.48,77.51,71.05,65.27,74.31,64.44
