ELECTION TYPE/YEAR,02 BRANDYWINE,03 BROWNS BRIDGE,04 CHESTATEE,05 COAL MOUNTAIN,06 CROSSROADS,07 CUMMING,08 MASHBURN,10 MIDWAY,15 HEARDSVILLE,16 OTWELL,19 OLD ATLANTA,21 SOUTH FORSYTH,25 WINDERMERE,27 CONCORD,29 POLO,88888,TOTAL
2018 General,56.51,60.3,59.48,60.22,58.74,52.87,64.49,62.6,61.36,59.69,60.98,62.81,63.4,62.6,60.95,0.0,61.08
