ELECTION TYPE/YEAR,CROSS-GREEN,SWAINSBORO,SUMMERTOWN,STILLMORE,BLUNDALE,CANOOCHEE,GARFIELD,NUNEZ,TWIN CITY,ADRIAN,88888,TOTAL
2018 General,68.95,54.94,62.4,52.6,70.55,67.41,68.76,59.94,62.79,60.57,100.0,58.8
