AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,8.33,1.25,0.00,0.00,0.00,5.83,2.96,4.98
25-29,0.00,0.00,0.00,0.00,9.09,3.75,6.61,3.66
30-34,0.00,4.17,9.09,0.00,0.00,8.60,0.84,7.35
35-39,0.00,6.54,0.00,0.00,33.33,9.15,4.88,8.56
40-44,0.00,4.42,20.00,0.00,16.67,14.03,2.78,12.67
45-49,0.00,7.08,0.00,0.00,14.29,14.15,10.00,13.19
50-54,0.00,6.57,10.00,0.00,20.00,18.88,13.75,17.47
55-59,33.33,7.08,12.50,0.00,33.33,22.76,8.64,20.93
60-64,22.22,16.10,0.00,0.00,0.00,28.51,8.93,26.54
65-OVER,18.18,15.97,0.00,0.00,25.00,35.79,23.96,33.83
TOTAL,9.21,7.55,3.36,0.00,12.70,18.97,7.74,17.19
