AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.10,0.00,0.00,0.00,3.77,0.00,2.50
25-29,0.00,0.81,0.00,0.00,0.00,5.16,4.00,3.73
30-34,0.00,1.01,10.00,0.00,0.00,5.54,0.00,4.10
35-39,0.00,2.96,0.00,0.00,0.00,7.07,5.88,5.88
40-44,0.00,4.91,0.00,0.00,0.00,9.71,0.00,7.84
45-49,0.00,6.58,0.00,0.00,0.00,12.98,4.35,10.45
50-54,0.00,11.11,12.50,0.00,0.00,12.87,5.26,12.06
55-59,0.00,15.04,0.00,0.00,0.00,18.01,9.52,16.75
60-64,0.00,16.33,0.00,0.00,0.00,21.54,13.33,19.72
65-OVER,0.00,21.51,0.00,0.00,0.00,30.01,7.69,27.77
TOTAL,0.00,8.58,2.33,0.00,0.00,15.40,4.55,12.99
