AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.05,0.00,0.00,0.00,5.27,3.57,4.77
25-29,0.00,0.00,0.00,0.00,0.00,5.79,3.06,4.83
30-34,0.00,7.25,0.00,0.00,0.00,9.84,15.52,9.92
35-39,0.00,8.00,0.00,0.00,0.00,12.03,8.20,11.39
40-44,14.29,9.71,0.00,0.00,0.00,15.65,17.19,15.06
45-49,0.00,19.17,16.67,0.00,0.00,18.23,13.95,17.93
50-54,0.00,15.00,0.00,0.00,0.00,24.07,15.22,22.68
55-59,0.00,22.02,50.00,0.00,40.00,28.31,23.08,27.42
60-64,33.33,40.21,0.00,0.00,50.00,36.50,32.43,36.67
65-OVER,0.00,32.13,66.67,0.00,16.67,42.90,31.15,41.20
TOTAL,7.69,17.99,10.26,0.00,9.30,22.65,14.37,21.56
