AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.20,0.00,0.00,0.00,7.12,0.00,4.66
25-29,0.00,0.00,0.00,0.00,0.00,8.02,0.00,4.81
30-34,0.00,2.38,0.00,0.00,0.00,7.26,0.00,5.31
35-39,100.0,4.12,20.00,0.00,0.00,8.14,12.50,7.49
40-44,0.00,2.91,0.00,0.00,0.00,12.01,0.00,9.41
45-49,0.00,6.25,0.00,0.00,0.00,12.42,11.11,10.64
50-54,0.00,7.10,0.00,0.00,0.00,20.99,14.29,16.04
55-59,0.00,13.21,0.00,0.00,0.00,22.54,14.29,19.31
60-64,0.00,17.57,0.00,0.00,0.00,25.58,0.00,22.75
65-OVER,100.0,13.62,0.00,0.00,66.67,31.10,13.64,27.41
TOTAL,9.52,7.75,4.00,0.00,12.50,19.53,6.93,15.85
