AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.72,0.45,0.00,0.00,3.60,8.24,3.31
25-29,0.00,0.89,1.39,0.00,0.00,4.80,6.06,4.39
30-34,8.33,3.85,0.00,0.00,0.00,8.27,3.57,7.46
35-39,0.00,7.23,0.88,0.00,0.00,11.76,6.67,10.81
40-44,0.00,8.62,2.08,0.00,8.33,14.07,0.00,13.11
45-49,0.00,4.72,2.83,0.00,0.00,15.95,0.00,14.58
50-54,0.00,4.63,0.00,0.00,0.00,18.58,6.67,17.29
55-59,0.00,12.09,0.00,0.00,0.00,21.00,0.00,19.91
60-64,0.00,25.00,2.70,0.00,50.00,25.73,8.33,25.09
65-OVER,0.00,24.12,0.00,0.00,0.00,31.48,7.69,30.67
TOTAL,0.66,9.42,0.97,0.00,1.96,17.33,5.45,16.12
