AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.70,0.00,0.00,0.00,2.38,0.00,1.94
25-29,0.00,0.00,0.00,0.00,0.00,3.21,0.00,2.58
30-34,0.00,2.33,0.00,0.00,0.00,2.78,0.00,2.51
35-39,0.00,6.74,11.11,0.00,0.00,9.19,3.57,8.65
40-44,0.00,9.38,0.00,0.00,25.00,9.20,13.04,9.28
45-49,33.33,10.20,0.00,0.00,0.00,7.74,7.41,7.98
50-54,0.00,11.76,0.00,0.00,0.00,10.71,6.90,10.56
55-59,0.00,19.59,0.00,0.00,0.00,14.21,0.00,14.44
60-64,0.00,24.72,0.00,0.00,0.00,18.41,9.09,18.89
65-OVER,0.00,33.12,0.00,100.0,0.00,25.97,16.67,26.28
TOTAL,4.00,12.55,1.16,14.29,2.94,12.76,4.59,12.34
