AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.99,0.00,0.00,0.00,18.75,0.00,12.40
25-29,0.00,19.70,0.00,0.00,0.00,8.57,0.00,15.38
30-34,0.00,20.00,0.00,0.00,0.00,18.75,0.00,19.23
35-39,0.00,16.00,0.00,0.00,0.00,23.68,0.00,19.10
40-44,0.00,24.39,0.00,0.00,0.00,27.66,0.00,24.73
45-49,0.00,34.29,100.0,0.00,0.00,32.65,0.00,33.33
50-54,0.00,38.33,0.00,0.00,0.00,29.82,0.00,33.33
55-59,0.00,30.56,0.00,0.00,0.00,36.00,33.33,33.33
60-64,0.00,35.09,0.00,0.00,0.00,47.19,0.00,41.89
65-OVER,0.00,47.14,0.00,0.00,0.00,45.42,18.18,45.20
TOTAL,0.00,29.62,25.00,0.00,0.00,36.58,10.00,32.64
