AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.74,0.00,0.00,0.00,3.41,2.56,2.32
25-29,0.00,1.78,0.00,0.00,0.00,4.33,6.67,3.41
30-34,0.00,1.29,0.00,0.00,0.00,5.05,0.00,3.47
35-39,0.00,1.79,0.00,0.00,0.00,9.41,15.00,6.71
40-44,0.00,2.79,0.00,0.00,0.00,8.18,3.85,6.24
45-49,0.00,5.52,0.00,0.00,0.00,14.29,10.53,11.49
50-54,50.00,6.47,0.00,0.00,0.00,13.98,14.29,11.75
55-59,0.00,8.79,0.00,0.00,0.00,18.75,0.00,15.19
60-64,25.00,12.58,0.00,0.00,0.00,24.08,6.67,20.35
65-OVER,0.00,12.39,0.00,0.00,25.00,30.88,15.00,26.97
TOTAL,6.67,5.88,0.00,0.00,4.55,17.31,7.52,13.59
