AGE GROUP,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
18-24,0.0,25.0,28.57,0.0,0.0,25.0,0.0,0.0,0.0,0.0,6.06,0.0,0.0,0.0,0.0,0.0,17.73,24.8,0.0,30.19,30.23,20.78
25-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,16.67,0.0,0.0,0.0,0.0,33.9,22.41,0.0,15.25,9.52,22.31
30-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,29.55,28.12,0.0,22.0,9.52,25.0
35-39,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,37.31,41.12,0.0,28.21,4.76,34.28
40-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.68,41.18,0.0,55.0,25.0,36.62
45-49,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,28.57,0.0,0.0,0.0,0.0,36.25,41.26,0.0,57.5,33.33,39.14
50-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.1,50.0,0.0,61.11,37.78,47.74
55-59,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,52.05,53.49,0.0,66.1,48.89,52.39
60-64,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.64,59.09,0.0,78.57,58.82,58.58
65-OVER,0.0,25.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,58.07,64.94,0.0,56.12,63.16,60.32
TOTAL,0.0,14.29,22.73,0.0,25.0,14.29,0.0,0.0,0.0,0.0,8.79,5.33,0.0,0.0,100.0,0.0,43.35,46.32,0.0,46.35,37.67,42.34
