AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.51,0.00,0.00,6.68,3.66,5.61
25-29,0.00,0.00,1.27,0.00,0.00,5.34,3.90,4.92
30-34,0.00,0.00,3.66,0.00,12.50,7.81,3.52,7.15
35-39,0.00,0.00,0.00,0.00,11.11,11.95,8.66,10.98
40-44,33.33,6.25,2.53,0.00,0.00,14.72,8.59,13.73
45-49,0.00,0.00,0.00,0.00,7.14,16.61,4.92,14.97
50-54,0.00,0.00,0.00,0.00,50.00,19.32,8.18,18.16
55-59,0.00,0.00,5.71,0.00,14.29,22.03,9.57,20.83
60-64,0.00,0.00,0.00,0.00,0.00,25.80,18.03,24.90
65-OVER,0.00,20.00,0.00,0.00,14.29,31.37,20.29,30.46
TOTAL,3.57,2.06,1.25,0.00,7.14,17.95,7.94,16.47
