AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.00,2.49,0.72,0.00,2.52,5.01,2.55,3.17
25-29,1.41,2.51,0.76,2.78,1.86,3.09,2.10,2.58
30-34,2.01,4.90,1.01,13.79,2.48,4.42,3.80,4.38
35-39,2.48,7.58,2.98,6.06,3.52,6.76,5.49,6.70
40-44,3.41,10.11,4.52,4.35,4.86,9.39,6.46,8.94
45-49,4.11,11.90,5.37,0.00,6.94,13.21,8.57,11.65
50-54,4.34,14.65,5.49,5.88,8.77,17.11,10.06,14.85
55-59,3.46,19.59,8.06,0.00,12.00,21.75,12.13,19.34
60-64,6.37,29.16,9.51,16.67,12.92,28.11,16.21,26.92
65-OVER,8.41,36.18,9.00,0.00,17.07,35.58,24.47,34.22
TOTAL,3.36,13.46,3.47,4.93,6.12,16.30,8.11,13.47
