AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.08,2.17,3.86,20.00,10.00,6.94,4.54,5.16
25-29,4.39,3.56,5.42,0.00,3.89,7.56,6.27,6.37
30-34,6.59,5.51,7.38,0.00,9.76,13.71,9.71,11.02
35-39,12.16,7.67,10.16,0.00,11.25,19.09,12.23,14.86
40-44,18.33,10.74,8.70,0.00,11.11,25.56,13.07,19.37
45-49,12.50,13.44,9.43,33.33,20.59,28.30,13.93,21.11
50-54,11.11,15.41,11.43,0.00,14.89,30.98,14.94,23.06
55-59,21.57,23.27,15.49,0.00,11.76,35.99,21.31,29.79
60-64,19.51,31.13,10.00,0.00,4.76,42.07,25.83,37.40
65-OVER,20.48,36.46,17.24,100.0,22.73,49.34,27.59,45.08
TOTAL,9.21,13.66,7.74,13.64,10.23,24.86,11.36,19.72
