AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.58,0.00,0.00,0.00,7.50,0.92,6.17
25-29,0.00,3.31,0.00,0.00,0.00,2.96,1.63,2.86
30-34,0.00,6.79,0.00,0.00,0.00,8.58,5.50,7.70
35-39,0.00,8.56,0.00,0.00,0.00,8.52,6.59,8.20
40-44,0.00,9.29,10.00,0.00,0.00,11.79,2.44,10.47
45-49,40.00,13.93,12.50,0.00,11.11,17.20,8.74,15.77
50-54,0.00,19.61,25.00,0.00,0.00,20.47,16.98,19.91
55-59,0.00,24.14,0.00,0.00,0.00,26.08,16.00,24.67
60-64,0.00,39.84,0.00,0.00,0.00,37.50,17.19,36.68
65-OVER,50.00,32.88,5.88,0.00,42.86,43.83,32.73,41.05
TOTAL,11.54,16.72,5.43,0.00,4.71,22.27,11.78,19.95
