AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.63,0.00,0.00,0.00,5.25,0.00,3.20
25-29,0.00,1.67,0.00,0.00,0.00,5.50,5.13,3.10
30-34,0.00,3.45,0.00,0.00,0.00,7.22,7.41,4.85
35-39,0.00,3.70,0.00,0.00,0.00,9.13,0.00,5.46
40-44,0.00,5.74,33.33,0.00,0.00,11.25,0.00,7.76
45-49,0.00,7.58,0.00,0.00,0.00,11.63,0.00,8.76
50-54,0.00,10.78,0.00,0.00,0.00,13.28,9.38,11.65
55-59,0.00,15.00,0.00,0.00,0.00,21.76,7.69,17.79
60-64,0.00,17.88,0.00,0.00,0.00,25.00,10.34,20.56
65-OVER,0.00,20.19,0.00,0.00,0.00,28.85,12.24,24.73
TOTAL,0.00,9.93,4.76,0.00,0.00,18.02,4.66,13.06
