AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.28,0.00,0.00,0.00,3.64,2.38,2.73
25-29,0.00,2.58,0.00,0.00,0.00,4.58,0.00,3.24
30-34,0.00,3.96,33.33,0.00,0.00,8.38,5.26,5.95
35-39,0.00,6.10,0.00,0.00,0.00,7.38,0.00,6.50
40-44,0.00,7.71,0.00,0.00,0.00,13.05,0.00,10.10
45-49,0.00,10.98,0.00,0.00,0.00,10.58,10.53,10.69
50-54,0.00,13.97,25.00,0.00,0.00,18.64,0.00,15.86
55-59,0.00,21.20,0.00,0.00,0.00,23.31,23.08,22.16
60-64,0.00,28.26,0.00,0.00,0.00,30.52,0.00,28.86
65-OVER,0.00,26.68,100.0,0.00,0.00,35.99,12.00,32.05
TOTAL,0.00,13.34,10.71,0.00,0.00,20.38,4.90,16.47
