AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.89,0.00,0.00,0.00,3.77,0.00,2.62
25-29,0.00,2.78,0.00,0.00,0.00,2.56,2.44,2.48
30-34,0.00,2.02,8.33,0.00,0.00,8.82,0.00,6.30
35-39,0.00,3.45,0.00,0.00,0.00,8.68,7.14,6.68
40-44,0.00,6.06,0.00,0.00,0.00,11.96,3.12,9.85
45-49,0.00,7.29,0.00,0.00,0.00,13.29,12.00,11.57
50-54,0.00,8.93,0.00,0.00,0.00,19.17,0.00,15.56
55-59,0.00,13.19,0.00,0.00,0.00,22.59,0.00,18.63
60-64,0.00,16.18,0.00,0.00,0.00,30.79,16.67,26.05
65-OVER,50.00,16.67,14.29,0.00,0.00,34.32,25.93,31.01
TOTAL,5.88,8.72,2.20,0.00,0.00,19.83,5.86,15.98
