AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.16,1.01,16.67,5.19,3.85,2.12,2.83
25-29,7.14,0.73,0.00,0.00,0.00,2.93,2.26,2.28
30-34,9.52,1.27,3.70,0.00,2.17,4.07,3.67,3.51
35-39,4.76,3.84,2.00,0.00,2.94,6.74,5.47,5.82
40-44,7.14,5.49,4.92,0.00,8.70,10.20,6.10,8.46
45-49,8.70,6.78,3.92,0.00,0.00,14.32,6.71,11.36
50-54,33.33,7.92,3.70,25.00,2.94,20.12,10.65,16.41
55-59,20.00,11.85,21.21,0.00,19.05,23.77,12.67,20.40
60-64,22.22,18.51,0.00,0.00,0.00,30.88,17.41,27.09
65-OVER,24.14,26.27,5.13,0.00,25.00,40.05,23.68,35.93
TOTAL,13.36,8.50,3.77,8.70,5.41,18.55,8.04,14.73
