AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.65,1.59,0.00,0.00,4.19,2.13,1.49
25-29,0.00,1.60,0.00,0.00,0.00,4.18,3.45,2.51
30-34,0.00,3.16,4.55,0.00,0.00,5.52,0.00,4.10
35-39,0.00,3.47,4.17,0.00,0.00,6.19,0.00,4.51
40-44,10.00,9.38,0.00,0.00,0.00,8.05,3.03,8.29
45-49,0.00,9.40,3.70,0.00,0.00,11.26,0.00,9.89
50-54,14.29,13.38,0.00,0.00,11.11,16.89,3.70,15.06
55-59,0.00,17.91,0.00,0.00,20.00,19.95,2.94,18.49
60-64,0.00,24.95,12.50,0.00,0.00,29.70,7.14,27.08
65-OVER,15.38,28.71,8.33,33.33,16.67,34.25,13.64,31.95
TOTAL,5.56,9.90,2.44,5.56,3.95,18.68,3.45,13.80
