AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,25.00,2.13,0.00,0.00,0.00,3.67,2.13,3.18
25-29,0.00,1.54,0.00,0.00,0.00,3.61,20.00,3.11
30-34,22.22,4.92,0.00,0.00,0.00,5.53,10.00,5.46
35-39,0.00,11.48,50.00,33.33,0.00,9.64,0.00,10.10
40-44,14.29,10.76,16.67,100.0,14.29,10.61,7.14,10.72
45-49,40.00,13.94,0.00,0.00,0.00,13.00,0.00,13.17
50-54,0.00,18.78,28.57,100.0,100.0,18.75,9.09,18.80
55-59,0.00,24.40,33.33,0.00,100.0,21.78,0.00,22.45
60-64,11.11,31.15,16.67,0.00,0.00,29.67,0.00,29.67
65-OVER,6.25,38.34,0.00,0.00,0.00,40.19,0.00,39.46
TOTAL,11.11,17.94,9.72,21.43,12.50,18.74,4.03,18.35
