AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.30,2.17,3.07,0.00,2.92,3.52,1.87,2.85
25-29,2.45,1.94,1.04,0.00,0.94,3.13,1.13,2.54
30-34,2.74,3.40,0.98,0.00,5.15,4.38,0.91,3.76
35-39,1.68,5.75,1.09,0.00,3.28,6.89,1.97,6.00
40-44,2.03,7.42,3.95,0.00,0.00,8.24,3.54,7.47
45-49,3.23,9.95,4.11,0.00,11.67,10.48,5.76,9.86
50-54,4.79,14.05,5.99,0.00,5.19,14.49,5.17,13.66
55-59,7.87,19.16,8.85,0.00,6.78,19.45,8.77,18.57
60-64,8.70,27.03,6.59,0.00,10.61,23.78,10.81,23.58
65-OVER,13.61,28.96,6.98,10.00,8.93,35.03,20.18,33.13
TOTAL,4.72,10.78,3.74,1.82,4.94,15.67,4.74,13.27
