AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.85,0.00,0.00,14.29,5.51,2.70,3.62
25-29,0.00,1.50,10.00,0.00,0.00,3.12,0.00,2.44
30-34,0.00,3.03,0.00,0.00,0.00,4.80,3.12,4.07
35-39,0.00,3.91,0.00,0.00,25.00,6.36,2.78,5.43
40-44,0.00,6.93,12.50,0.00,0.00,8.73,6.06,8.08
45-49,0.00,11.31,0.00,0.00,0.00,10.99,6.25,10.76
50-54,0.00,7.14,0.00,0.00,0.00,12.87,4.17,10.79
55-59,0.00,8.91,0.00,0.00,0.00,21.32,16.67,18.17
60-64,0.00,17.24,0.00,0.00,0.00,30.73,18.18,28.06
65-OVER,28.57,23.13,0.00,100.0,0.00,39.15,23.53,36.81
TOTAL,3.33,8.89,2.13,50.00,5.13,22.53,8.99,18.64
