AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.42,0.00,0.00,33.33,23.88,0.00,15.98
25-29,0.00,11.76,0.00,0.00,0.00,22.73,33.33,17.35
30-34,0.00,18.75,0.00,0.00,0.00,28.85,100.0,24.27
35-39,0.00,25.00,0.00,0.00,0.00,19.23,0.00,21.65
40-44,0.00,12.24,0.00,0.00,0.00,38.46,100.0,28.68
45-49,0.00,32.47,0.00,0.00,100.0,36.51,0.00,34.51
50-54,0.00,35.29,0.00,0.00,100.0,44.29,50.00,40.56
55-59,0.00,43.75,0.00,0.00,0.00,48.28,0.00,46.11
60-64,0.00,37.04,0.00,0.00,0.00,42.50,0.00,40.30
65-OVER,0.00,36.57,0.00,0.00,0.00,46.79,0.00,42.54
TOTAL,0.00,27.82,0.00,0.00,42.86,38.59,35.71,33.57
