AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.63,3.96,1.54,0.00,2.97,6.51,3.03,4.14
25-29,1.24,3.40,1.79,0.00,3.10,3.94,2.72,3.40
30-34,2.85,5.88,3.35,0.00,3.35,6.24,4.29,5.68
35-39,4.31,9.04,4.11,0.00,6.35,10.25,5.20,8.87
40-44,5.42,13.28,8.65,7.50,7.87,15.03,7.13,13.11
45-49,7.80,16.98,6.06,3.85,9.42,20.29,7.52,17.06
50-54,5.97,21.09,8.02,3.70,9.17,23.83,9.71,20.81
55-59,4.84,26.00,8.63,11.11,15.68,29.37,11.51,25.87
60-64,6.67,33.28,10.86,10.00,20.06,34.68,15.73,32.27
65-OVER,5.92,35.48,10.64,18.18,17.05,41.82,18.23,37.02
TOTAL,4.46,16.07,5.34,4.52,7.54,22.27,7.15,17.01
