AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.20,0.00,0.00,0.00,9.33,0.00,5.70
25-29,0.00,3.96,0.00,0.00,0.00,8.82,0.00,5.00
30-34,0.00,6.21,0.00,0.00,0.00,9.52,0.00,6.85
35-39,0.00,13.12,0.00,0.00,0.00,18.31,0.00,14.53
40-44,0.00,11.56,0.00,0.00,0.00,20.99,0.00,14.72
45-49,0.00,14.77,0.00,0.00,0.00,24.17,0.00,18.21
50-54,0.00,18.81,100.0,0.00,0.00,23.53,0.00,20.24
55-59,0.00,19.72,0.00,66.67,0.00,32.92,0.00,24.87
60-64,0.00,21.60,0.00,0.00,0.00,36.03,0.00,27.91
65-OVER,0.00,26.06,0.00,100.0,0.00,39.11,0.00,33.18
TOTAL,0.00,14.98,25.00,50.00,0.00,28.75,0.00,20.04
