AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,10.36,0.00,100.0,0.00,12.54,3.33,11.31
25-29,0.00,5.77,0.00,0.00,0.00,13.67,19.05,10.98
30-34,0.00,8.94,0.00,0.00,0.00,15.84,7.14,12.83
35-39,0.00,12.61,0.00,0.00,0.00,18.53,0.00,15.89
40-44,0.00,16.67,0.00,0.00,0.00,18.70,10.00,17.51
45-49,0.00,21.28,0.00,0.00,0.00,35.74,16.00,29.49
50-54,0.00,31.82,0.00,0.00,33.33,35.12,16.00,33.05
55-59,0.00,22.34,0.00,0.00,0.00,37.19,18.18,31.42
60-64,0.00,33.33,0.00,0.00,0.00,42.52,7.14,38.71
65-OVER,20.00,40.91,0.00,0.00,0.00,50.82,40.00,48.24
TOTAL,7.14,22.65,0.00,25.00,7.69,34.04,16.52,29.76
