AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.69,1.05,0.74,0.00,1.43,5.32,2.80,3.83
25-29,0.00,0.86,0.13,0.00,5.00,3.91,2.68,3.13
30-34,0.00,3.61,0.61,25.00,6.58,5.72,3.31,4.77
35-39,2.47,3.83,1.38,0.00,1.19,7.60,3.73,6.31
40-44,2.04,3.43,0.61,0.00,6.85,11.28,4.52,9.30
45-49,3.06,5.26,2.81,0.00,6.85,14.07,4.88,11.78
50-54,1.52,7.77,1.45,0.00,5.80,17.69,6.13,15.22
55-59,10.26,10.21,2.37,0.00,12.96,21.82,11.13,19.51
60-64,3.57,17.18,3.72,0.00,11.63,28.87,15.73,26.46
65-OVER,4.92,14.47,5.91,100.0,16.67,36.75,21.17,34.31
TOTAL,3.02,6.50,1.36,11.11,6.22,19.20,7.23,16.00
