AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.37,0.00,0.00,3.23,3.76,2.54,3.14
25-29,0.00,1.27,0.00,0.00,0.00,3.76,3.57,3.34
30-34,0.00,4.22,2.33,0.00,0.00,5.33,2.92,4.95
35-39,0.00,5.56,2.86,0.00,10.00,9.17,4.66,8.34
40-44,0.00,4.60,4.65,0.00,0.00,11.06,2.30,9.58
45-49,0.00,6.22,0.00,0.00,0.00,13.47,7.35,11.99
50-54,0.00,7.69,5.26,0.00,21.43,18.71,4.90,16.73
55-59,9.09,9.89,9.09,33.33,0.00,22.34,12.30,20.35
60-64,37.50,13.89,0.00,0.00,0.00,30.05,13.98,27.49
65-OVER,11.76,20.00,16.67,25.00,44.44,38.04,15.87,35.46
TOTAL,4.23,7.31,3.50,13.04,7.50,16.94,5.33,14.86
