AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.35,0.00,0.00,1.79,4.19,2.60,2.83
25-29,0.00,0.88,0.00,0.00,2.50,4.38,1.72,2.83
30-34,0.00,2.31,3.45,0.00,5.88,8.17,5.10,5.78
35-39,0.00,3.30,3.12,0.00,21.43,10.21,4.27,7.25
40-44,4.17,4.44,4.35,0.00,0.00,13.16,11.19,9.98
45-49,4.00,7.50,11.11,0.00,0.00,16.81,6.62,13.05
50-54,0.00,8.64,0.00,0.00,11.76,19.27,7.32,15.15
55-59,0.00,13.16,15.00,0.00,0.00,26.04,13.04,21.39
60-64,0.00,17.65,12.50,0.00,12.50,32.22,19.35,27.42
65-OVER,7.69,22.25,0.00,0.00,9.52,37.07,13.61,33.17
TOTAL,1.90,7.95,3.75,0.00,5.26,20.39,7.28,15.58
