AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,50.00,0.00,5.72,0.00,5.43
25-29,0.00,0.00,0.00,0.00,0.00,4.11,3.85,4.00
30-34,0.00,0.00,0.00,0.00,0.00,10.96,10.34,10.77
35-39,0.00,0.00,0.00,0.00,0.00,8.70,0.00,8.33
40-44,0.00,0.00,9.09,0.00,0.00,15.02,2.86,14.32
45-49,33.33,0.00,0.00,0.00,0.00,20.75,28.00,20.74
50-54,0.00,0.00,11.11,0.00,40.00,17.50,17.78,17.50
55-59,0.00,0.00,0.00,0.00,20.00,19.42,16.00,19.13
60-64,50.00,0.00,0.00,100.0,0.00,29.55,29.09,29.49
65-OVER,0.00,14.29,0.00,0.00,25.00,34.02,30.99,33.80
TOTAL,13.16,4.00,2.94,33.33,12.50,23.33,19.40,23.03
