AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,1.49,0.00,0.00,4.99,0.00,3.27
25-29,0.00,0.94,0.00,0.00,0.00,5.31,2.08,3.79
30-34,0.00,1.16,0.00,0.00,0.00,11.69,4.76,8.46
35-39,0.00,4.22,0.00,0.00,50.00,13.88,2.70,10.88
40-44,0.00,7.05,0.00,0.00,0.00,14.40,3.45,12.23
45-49,0.00,4.76,0.00,0.00,0.00,22.60,0.00,17.28
50-54,0.00,9.78,0.00,0.00,0.00,20.39,10.34,17.10
55-59,0.00,10.00,0.00,0.00,0.00,21.31,0.00,17.84
60-64,33.33,15.98,0.00,0.00,0.00,32.24,21.43,28.34
65-OVER,11.11,19.43,0.00,0.00,33.33,33.58,21.88,30.56
TOTAL,6.06,8.44,0.41,0.00,3.92,20.80,5.23,17.06
