AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,4.55,3.66,1.96,0.00,4.55,3.40,2.40,3.41
25-29,0.00,3.28,0.00,0.00,1.72,3.08,3.17,3.08
30-34,4.55,6.32,4.00,0.00,3.70,8.47,4.55,7.45
35-39,10.00,12.16,0.00,0.00,10.53,13.12,3.38,11.89
40-44,13.33,15.69,3.85,0.00,9.09,14.22,6.12,13.89
45-49,11.76,17.23,0.00,0.00,0.00,18.20,8.96,17.06
50-54,0.00,20.26,12.50,0.00,10.00,21.58,7.84,20.36
55-59,12.50,23.46,25.00,0.00,7.14,27.15,10.94,25.33
60-64,0.00,26.57,0.00,0.00,0.00,32.40,12.20,29.82
65-OVER,11.76,31.45,0.00,0.00,18.18,39.10,15.38,36.77
TOTAL,5.94,12.88,3.14,0.00,5.62,18.73,5.91,16.06
