AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,7.29,0.00,0.00,8.33,11.50,8.87,9.79
25-29,0.00,8.64,0.00,0.00,11.11,10.06,7.08,9.33
30-34,0.00,11.18,0.00,0.00,0.00,18.96,15.00,16.04
35-39,0.00,11.82,0.00,0.00,30.00,20.17,4.29,16.64
40-44,0.00,14.25,0.00,0.00,0.00,24.04,6.06,20.16
45-49,0.00,18.29,0.00,0.00,25.00,26.22,10.94,22.87
50-54,0.00,21.12,0.00,0.00,16.67,31.52,3.70,27.23
55-59,100.0,27.54,0.00,0.00,33.33,35.43,1.92,31.88
60-64,0.00,29.27,0.00,0.00,0.00,40.62,9.68,36.68
65-OVER,37.50,25.70,0.00,0.00,0.00,47.00,12.70,42.08
TOTAL,10.26,18.09,0.00,0.00,13.79,31.01,8.03,26.24
