AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.85,0.00,0.00,0.00,4.87,0.00,3.01
25-29,0.00,4.79,0.00,0.00,100.0,3.93,3.85,4.55
30-34,0.00,3.94,0.00,0.00,0.00,5.06,9.09,4.81
35-39,0.00,7.53,0.00,0.00,0.00,7.83,5.88,7.55
40-44,0.00,9.26,0.00,0.00,0.00,8.40,0.00,8.31
45-49,0.00,12.50,0.00,0.00,0.00,10.48,8.33,11.08
50-54,0.00,14.22,50.00,0.00,0.00,14.93,12.50,14.68
55-59,0.00,15.93,0.00,0.00,0.00,19.68,9.09,17.71
60-64,50.00,18.63,0.00,0.00,0.00,23.81,9.09,21.48
65-OVER,0.00,22.91,0.00,0.00,0.00,26.70,13.33,25.23
TOTAL,10.00,12.46,5.88,0.00,14.29,15.73,5.67,14.01
