AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.43,0.00,100.0,14.29,0.93,3.70,1.88
25-29,0.00,1.57,0.00,0.00,0.00,3.67,11.76,2.83
30-34,0.00,1.52,0.00,0.00,0.00,3.45,0.00,2.01
35-39,0.00,2.91,0.00,0.00,0.00,5.56,12.50,4.07
40-44,0.00,9.94,0.00,0.00,0.00,5.38,0.00,7.62
45-49,0.00,8.33,0.00,0.00,0.00,10.88,0.00,9.07
50-54,0.00,11.83,0.00,0.00,100.0,8.33,0.00,10.43
55-59,0.00,11.44,0.00,0.00,0.00,15.00,20.00,13.04
60-64,0.00,17.19,0.00,0.00,0.00,24.07,40.00,20.50
65-OVER,0.00,18.32,0.00,0.00,100.0,26.49,10.00,22.41
TOTAL,0.00,9.91,0.00,100.0,25.00,15.25,7.69,12.01
