AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.88,0.56,0.00,0.67,3.29,1.70,2.35
25-29,0.00,0.88,1.15,0.00,2.25,3.20,2.01,2.54
30-34,3.57,2.55,0.00,0.00,2.56,4.88,2.95,4.17
35-39,0.00,3.58,1.52,0.00,4.44,8.59,5.26,7.22
40-44,0.00,5.62,2.67,0.00,2.17,9.90,5.68,8.58
45-49,16.67,6.40,1.27,0.00,8.82,13.10,7.36,11.31
50-54,0.00,6.89,3.17,0.00,9.68,16.82,11.85,14.50
55-59,0.00,11.38,2.70,0.00,8.82,21.08,9.01,18.57
60-64,10.53,13.26,11.76,0.00,6.25,27.63,15.27,24.70
65-OVER,6.90,19.24,1.64,0.00,20.51,36.07,18.90,33.16
TOTAL,3.37,6.17,1.83,0.00,4.78,16.72,7.00,13.78
