AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.74,0.00,0.00,9.09,5.35,4.55,6.04
25-29,0.00,5.47,0.00,0.00,0.00,4.79,0.00,4.94
30-34,0.00,7.48,0.00,0.00,0.00,9.45,11.76,8.32
35-39,0.00,9.95,0.00,50.00,0.00,6.44,0.00,8.09
40-44,0.00,15.91,0.00,0.00,33.33,12.41,5.88,13.80
45-49,0.00,15.60,0.00,0.00,0.00,10.71,0.00,12.50
50-54,0.00,18.98,0.00,0.00,0.00,16.67,5.13,17.33
55-59,0.00,27.66,0.00,0.00,0.00,21.88,7.89,24.11
60-64,0.00,32.73,0.00,0.00,20.00,27.70,12.50,29.30
65-OVER,0.00,33.30,0.00,0.00,0.00,34.22,10.00,33.33
TOTAL,0.00,17.65,0.00,20.00,6.00,18.34,5.30,17.41
