AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,12.32,0.00,0.00,0.00,8.47,15.38,11.13
25-29,0.00,13.94,0.00,0.00,0.00,9.92,13.79,11.93
30-34,0.00,22.38,0.00,0.00,0.00,8.02,7.69,14.92
35-39,0.00,23.86,0.00,0.00,50.00,12.64,13.04,17.94
40-44,0.00,25.91,0.00,0.00,0.00,17.98,14.29,20.98
45-49,0.00,35.68,0.00,0.00,0.00,17.41,16.00,25.10
50-54,0.00,41.03,50.00,0.00,0.00,18.93,20.69,28.42
55-59,0.00,45.89,25.00,0.00,66.67,31.18,26.67,37.30
60-64,0.00,49.34,0.00,0.00,0.00,36.62,35.71,41.65
65-OVER,0.00,50.81,0.00,0.00,0.00,42.99,24.00,45.41
TOTAL,0.00,33.64,9.52,0.00,15.79,26.03,18.01,28.88
