AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,3.06,0.00,33.33,9.09,6.73,4.35,6.43
25-29,0.00,4.35,0.00,0.00,0.00,5.43,10.17,5.53
30-34,0.00,6.67,0.00,0.00,0.00,8.14,13.56,8.17
35-39,0.00,5.88,0.00,0.00,0.00,13.08,3.92,12.16
40-44,0.00,9.26,0.00,0.00,40.00,14.73,11.36,14.41
45-49,0.00,9.46,0.00,0.00,0.00,16.12,15.52,15.62
50-54,0.00,5.00,16.67,0.00,0.00,22.13,13.79,20.99
55-59,20.00,14.86,0.00,0.00,0.00,23.98,9.76,22.96
60-64,11.11,20.00,0.00,0.00,0.00,32.26,20.69,31.22
65-OVER,15.38,20.83,0.00,0.00,14.29,40.61,13.56,39.26
TOTAL,6.25,10.49,1.92,9.09,8.33,21.20,11.20,20.23
