AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,16.67,0.00,0.00,0.00,0.00,7.00,0.83,6.24
25-29,0.00,0.00,0.00,0.00,20.00,7.53,2.47,7.12
30-34,0.00,0.00,0.00,0.00,14.29,9.03,2.33,8.57
35-39,10.00,13.33,7.69,0.00,25.00,16.23,8.33,15.94
40-44,0.00,0.00,0.00,0.00,0.00,18.70,13.64,18.17
45-49,0.00,0.00,0.00,0.00,14.29,20.45,6.06,19.71
50-54,0.00,8.33,9.52,0.00,60.00,21.24,9.09,20.68
55-59,0.00,20.00,0.00,0.00,0.00,24.43,7.89,23.71
60-64,50.00,0.00,0.00,0.00,0.00,30.90,9.68,30.14
65-OVER,0.00,16.67,24.00,0.00,20.00,37.84,22.22,37.33
TOTAL,7.14,7.24,5.59,0.00,14.55,23.66,7.58,22.82
