AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,5.61,0.00,0.00,25.00,7.10,4.55,5.99
25-29,0.00,2.72,0.00,0.00,0.00,7.87,0.00,3.76
30-34,0.00,5.97,0.00,0.00,0.00,8.63,14.29,6.98
35-39,0.00,7.39,33.33,0.00,0.00,23.68,7.69,12.08
40-44,0.00,12.66,0.00,0.00,0.00,18.30,0.00,14.22
45-49,0.00,15.12,0.00,0.00,0.00,13.83,13.33,14.50
50-54,0.00,21.92,0.00,0.00,0.00,18.89,15.79,20.53
55-59,0.00,24.46,0.00,0.00,0.00,27.52,5.26,24.84
60-64,0.00,31.82,0.00,0.00,0.00,31.14,33.33,31.27
65-OVER,0.00,40.50,0.00,0.00,100.0,36.44,24.00,37.96
TOTAL,0.00,17.51,6.25,0.00,10.53,24.77,11.38,20.05
